model,dataset,exp,acc,f1,recall,precision
FCN,fragment,0,0.3803680981595092,0.35502776589237706,0.3803680981595092,0.385913217724933
FCN,fragment,1,0.25766871165644173,0.2594093037344571,0.25766871165644173,0.4483228063817487
FCN,fragment,2,0.2331288343558282,0.22140517968738826,0.2331288343558282,0.4589073247815579
FCN,fragment,3,0.22085889570552147,0.2034478780128986,0.22085889570552147,0.45846114519427406
FCN,fragment,4,0.2085889570552147,0.1827777078123407,0.2085889570552147,0.40281964079310045
