model,dataset,exp,acc,f1,recall,precision
MLP,fragment,0,0.3803680981595092,0.26370220028599106,0.3803680981595092,0.20185801928133218
MLP,fragment,1,0.38650306748466257,0.27549921390886495,0.38650306748466257,0.2851014929726155
MLP,fragment,2,0.3374233128834356,0.21422533975575675,0.3374233128834356,0.1660578006940125
MLP,fragment,3,0.3312883435582822,0.21450006975242752,0.3312883435582822,0.1665097255909069
MLP,fragment,4,0.34355828220858897,0.26151754687030754,0.34355828220858897,0.23808093328749816
