model,dataset,exp,avg loss,mse,r2_score,rmse,mae
MLP_finetuning_and_one_domain,IEEEPPG,0,544.7422004080383,-0.04235990536459666,23.339712946136213,19.484182476323877,548.1008860270182
MLP_finetuning_and_one_domain,IEEEPPG,1,515.111183690569,0.014338811493291082,22.69606097300959,18.453584207653325,529.815684000651
MLP_finetuning_and_one_domain,IEEEPPG,2,543.9199225143886,-0.0407864830984932,23.32209086926789,19.41039243795104,544.9164835611979
MLP_finetuning_and_one_domain,IEEEPPG,3,546.202966616674,-0.045155069987151464,23.370985572214835,19.70370257102837,558.9684346516927
MLP_finetuning_and_one_domain,IEEEPPG,4,526.855293101599,-0.00813344926620796,22.953328584360026,18.827121432891673,534.6117350260416
