model,dataset,exp,avg loss,mse,r2_score,rmse,mae
FCN_linearprobing_and_one_domain,IEEEPPG,0,1199.9674602609562,-1.2961282738537552,34.640546477516146,30.883814580022953,1237.1571044921875
FCN_linearprobing_and_one_domain,IEEEPPG,1,1084.2243048955738,-1.0746546586594676,32.92756147812306,29.324326746881344,1134.0048014322917
FCN_linearprobing_and_one_domain,IEEEPPG,2,1133.2544804222568,-1.1684735129426884,33.66384530059299,29.970601076460156,1172.7638549804688
FCN_linearprobing_and_one_domain,IEEEPPG,3,1676.8454961371403,-2.2086306354736522,40.949303976223334,36.82583572904942,1717.2082926432292
FCN_linearprobing_and_one_domain,IEEEPPG,4,1626.9123178016853,-2.113083892435731,40.33500115038656,36.22110054317841,1684.6824951171875
