model,dataset,exp,acc,f1,recall,precision
FCN,fragment,0,0.34355828220858897,0.20318795859805147,0.10667364259969771,0.34355828220858897
FCN,fragment,1,0.3312883435582822,0.17979467891605266,0.09045226130653267,0.3312883435582822
FCN,fragment,2,0.3312883435582822,0.18162000560555572,0.09137055837563451,0.3312883435582822
FCN,fragment,3,0.3312883435582822,0.18254663828721673,0.09183673469387754,0.3312883435582822
FCN,fragment,4,0.3312883435582822,0.18254663828721673,0.09183673469387754,0.3312883435582822
