model,dataset,exp,avg loss,mse,r2_score,rmse,mae
FCN_finetuning_and_one_domain,IEEEPPG,0,3566.192170055783,-5.8238805991291045,59.71760351902765,55.46460872585491,3545.214558919271
FCN_finetuning_and_one_domain,IEEEPPG,1,3939.2570237988534,-6.5377372552706765,62.76350072931603,58.59583635922879,3916.194783528646
FCN_finetuning_and_one_domain,IEEEPPG,2,3976.798747702962,-6.609573047956829,63.06186444835708,58.900414827853275,3953.093546549479
FCN_finetuning_and_one_domain,IEEEPPG,3,2679.9077738473366,-4.127982395050251,51.76782566273512,47.48552266352594,2662.9143880208335
FCN_finetuning_and_one_domain,IEEEPPG,4,3736.1569852626267,-6.149106932909766,61.12411132493156,56.90851644742287,3714.3267822265625
