model,dataset,exp,acc,f1,recall,precision
FCN,fragment,0,0.4785276073619632,0.4058019390953702,0.4785276073619632,0.4807358464989571
FCN,fragment,1,0.34355828220858897,0.18959822307755586,0.34355828220858897,0.2406441717791411
FCN,fragment,2,0.4539877300613497,0.3430921271071492,0.4539877300613497,0.28833681655767546
FCN,fragment,3,0.3006134969325153,0.2793982228919265,0.3006134969325153,0.3421199401180028
FCN,fragment,4,0.39263803680981596,0.2808840165645822,0.39263803680981596,0.33110149646680603
