model,dataset,exp,acc,f1,recall,precision
FCN,fragment,0,0.2883435582822086,0.22180582032982035,0.2883435582822086,0.20790467201510143
FCN,fragment,1,0.34355828220858897,0.18959822307755586,0.34355828220858897,0.2406441717791411
FCN,fragment,2,0.25766871165644173,0.2086784964962003,0.25766871165644173,0.19212553825996168
FCN,fragment,3,0.39263803680981596,0.277003343213621,0.39263803680981596,0.24729040996604817
FCN,fragment,4,0.38650306748466257,0.27555985048968895,0.38650306748466257,0.32637548615970446
