model,dataset,exp,avg loss,acc,f1,recall,precision
FCN_linearprobing_and_four_domains,Fragment,0,0.3312883435582822,0.27510084677545676,0.20514171442019824,0.3312883435582822,1.6032336155573528
FCN_linearprobing_and_four_domains,Fragment,1,0.3312883435582822,0.17801749063924507,0.10224679655959275,0.3312883435582822,1.6661785046259563
FCN_linearprobing_and_four_domains,Fragment,2,0.38650306748466257,0.27397551323931696,0.19853294853294853,0.38650306748466257,1.626499851544698
FCN_linearprobing_and_four_domains,Fragment,3,0.3312883435582822,0.2757196790939122,0.18963675213675213,0.3312883435582822,1.6155425707499187
FCN_linearprobing_and_four_domains,Fragment,4,0.3374233128834356,0.25654688869412795,0.16476190476190475,0.3374233128834356,1.5897332429885864
