model,dataset,exp,avg loss,mse,r2_score,rmse,mae
MLP_linearprobing_and_one_domain,IEEEPPG,0,517.5060699528011,0.009756215513414102,22.748759745375157,18.43132176372291,529.4306233723959
MLP_linearprobing_and_one_domain,IEEEPPG,1,514.5616383232095,0.015390362220745968,22.683951117986688,18.315939111224676,528.6140289306641
MLP_linearprobing_and_one_domain,IEEEPPG,2,515.5068643037823,0.013581679759721244,22.70477624430116,18.135748329809157,527.4556986490885
MLP_linearprobing_and_one_domain,IEEEPPG,3,519.6424948008145,0.005668183411760008,22.795668334155383,18.55711642766403,530.9129231770834
MLP_linearprobing_and_one_domain,IEEEPPG,4,519.361679406571,0.0062055214545061466,22.789508099267326,18.550020314879337,530.626953125
