model,dataset,exp,avg loss,mse,r2_score,rmse,mae
FCN_linearprobing_and_four_domains,IEEEPPG,0,1816.6512710721026,-2.4761478834883532,42.622192236816055,38.528566974704546,1801.7325642903645
FCN_linearprobing_and_four_domains,IEEEPPG,1,1533.1265212344597,-1.9336255101750388,39.155159573604855,35.19150722094175,1518.025899251302
FCN_linearprobing_and_four_domains,IEEEPPG,2,1424.4980767486627,-1.725765838151641,37.742523454966054,33.865297694664214,1408.7109985351562
FCN_linearprobing_and_four_domains,IEEEPPG,3,1333.8825434509492,-1.5523737296606588,36.52235676200195,32.726094779321706,1321.4756469726562
FCN_linearprobing_and_four_domains,IEEEPPG,4,1527.4383549371473,-1.922741248814484,39.082455845777496,35.15012822986323,1515.025410970052
