model,dataset,exp,avg loss,mse,r2_score,rmse,mae
FCN_finetuning_and_four_domains,IEEEPPG,0,2084.509516268658,-2.9886925236962734,45.6564290792508,41.442361540713556,2070.9189656575522
FCN_finetuning_and_four_domains,IEEEPPG,1,1737.1990101340234,-2.324116608638737,41.67971941045217,37.56505392904336,1725.7235717773438
FCN_finetuning_and_four_domains,IEEEPPG,2,2013.0128257309884,-2.851884170080739,44.86661148037579,40.664254786604545,1999.7784220377605
FCN_finetuning_and_four_domains,IEEEPPG,3,1957.4200161057952,-2.7455077671942676,44.24273969936531,40.048988536252814,1944.4993082682292
FCN_finetuning_and_four_domains,IEEEPPG,4,1882.1618667564944,-2.601501891800564,43.38388948396045,39.204437040339755,1869.7596638997395
