model,dataset,exp,avg loss,acc,f1,recall,precision
FCN_finetuning_and_one_domain,Fragment,0,0.4049079754601227,0.28176333572204676,0.17921405789251973,0.4049079754601227,1.609545906384786
FCN_finetuning_and_one_domain,Fragment,1,0.4049079754601227,0.28352913106439476,0.18107431651906047,0.4049079754601227,1.6177063783009846
FCN_finetuning_and_one_domain,Fragment,2,0.4049079754601227,0.28176333572204676,0.17921405789251973,0.4049079754601227,1.6073620716730754
FCN_finetuning_and_one_domain,Fragment,3,0.3987730061349693,0.2741267587007894,0.1724773508278663,0.3987730061349693,1.6174207925796509
FCN_finetuning_and_one_domain,Fragment,4,0.3312883435582822,0.1648808345820022,0.08294930875576037,0.3312883435582822,1.6350053946177165
