model,dataset,exp,avg loss,mse,r2_score,rmse,mae
MLP_finetuning_and_four_domains,IEEEPPG,0,624.9289717617772,-0.19579666010320107,24.998579394873165,21.549223538845947,613.5034484863281
MLP_finetuning_and_four_domains,IEEEPPG,1,609.8079659569692,-0.16686273471994428,24.694290148877922,21.202239753162793,604.1669871012369
MLP_finetuning_and_four_domains,IEEEPPG,2,589.6425587532754,-0.12827638703339428,24.282556676620263,20.622193632826292,577.1428476969401
MLP_finetuning_and_four_domains,IEEEPPG,3,594.625644825212,-0.13781148294202183,24.38494709498489,20.730525884251136,581.1444600423177
MLP_finetuning_and_four_domains,IEEEPPG,4,605.4346303004652,-0.15849439142356214,24.605581283531286,20.91434724452132,583.6448262532552
