model,dataset,exp,avg loss,mse,r2_score,rmse,mae
MLP_linearprobing_and_one_domain,IEEEPPG,0,523.3494992956868,-0.0014251404606460127,22.87683324447872,18.606206021066438,529.4322560628256
MLP_linearprobing_and_one_domain,IEEEPPG,1,534.8950945230132,-0.023517545894848224,23.127799171624897,19.058204931054412,535.2648061116537
MLP_linearprobing_and_one_domain,IEEEPPG,2,516.3018153221506,0.012060547254005405,22.72227575138878,18.037566944704217,527.4450836181641
MLP_linearprobing_and_one_domain,IEEEPPG,3,536.4859995080159,-0.026561730039879272,23.162167418184676,19.156961322504248,537.5530446370443
MLP_linearprobing_and_one_domain,IEEEPPG,4,525.3325547978914,-0.005219701528362597,22.920134266576436,18.65999601116288,529.7875417073568
