model,dataset,exp,acc,f1,recall,precision
MLP,fragment,0,0.4601226993865031,0.384024031405189,0.2585442312103372,0.4601226993865031
MLP,fragment,1,0.4601226993865031,0.384024031405189,0.2585442312103372,0.4601226993865031
MLP,fragment,2,0.4601226993865031,0.384024031405189,0.2585442312103372,0.4601226993865031
MLP,fragment,3,0.4601226993865031,0.384024031405189,0.2585442312103372,0.4601226993865031
MLP,fragment,4,0.4601226993865031,0.384024031405189,0.2585442312103372,0.4601226993865031
